bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count,,
3149,Drina's Dancing Year,Jean Estoril,4.08,750012617,9780750012614,eng,176,10,1,,
3150,Drina Dances Again,Jean Estoril-Mabel Esther Allan,4.10,590425579,9780590425575,eng,186,219,6,,
3152,Drina Dances in Italy,Jean Estoril,4.10,750012633,9780750012638,eng,191,20,0,,
3153,Cindy macht ihren Weg,Jean Estoril-Mabel Esther Allan,4.10,3785533950,9783785533956,ger,112,3,0,,
3154,Cindy träumt vom Tanzen,Jean Estoril-Mabel Esther Allan,4.06,3785530889,9783785530887,ger,115,8,1,,
3155,Drina Goes on Tour,Jean Estoril-Mabel Esther Allan,4.25,750002468,9780750002462,eng,188,112,7,,
3156,Drina Dances in Madeira,Jean Estoril-Mabel Esther Allan,4.09,750002425,9780750002424,eng,164,138,6,,
3162,Selected Writings from Protagoras/Republic/Phaedrus/Gorgias,Plato,4.43,1904919103,9781904919100,eng,320,5,1,,
3167,Phaedrus/Apology/Crito/Symposium,Plato-Benjamin Jowett,4.00,1420926845,9781420926842,en-US,144,1,0,,
3178,The Phaedrus Of Plato,Plato,3.91,405048661,9780405048661,eng,203,7,2,,
3207,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato-Reginald E. Allen,4.14,300044887,9780300044881,eng,352,112,11,,
3224,Gorgias/Menéxeno/Eutidemo/Menón/Crátilo (Diálogos II),Plato-Carlos García Gual-Julio Calonge Ruiz-Emilio Acosta Méndez-José Luis Calvo-F.J. Olivieri,4.22,8424908872,9788424908874,spa,461,9,0,,
3231,Gorgias/Timaeus,Plato-Benjamin Jowett,3.74,486427595,9780486427591,eng,256,30,4,,
3232,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle-W.S. Hett,4.57,674993381,9780674993389,grc,528,14,0,,
3248,Aristophanes I: Clouds/Wasps/Birds,Aristophanes-Peter Meineck-Ian C. Storey,3.76,872203603,9780872203600,eng,480,98,9,,
3254,The Trojan Women,Euripides-Gilbert Murray,3.87,1420927329,9781420927320,eng,80,4220,117,,
3273,Moloka'i (Moloka'i #1),Alan Brennert,4.16,312304358,9780312304355,eng,405,85887,7741,,
3280,Teaching with the Brain in Mind,Eric Jensen,4.10,1416600302,9781416600305,eng,186,558,48,,
3283,Introducing Mind and Brain (Introducing...),Angus Gellatly-Oscar Zárate-Richard Appignanesi,3.56,1840466383,9781840466386,en-GB,176,26,1,,
3290,Eva Luna,Isabel Allende-Margaret Sayers Peden,3.96,553383825,9780553383829,eng,320,422,23,,
3291,The Stories of Eva Luna,Isabel Allende,3.97,743217187,9780743217187,en-US,352,12501,372,,
3293,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende-Richard D. Woods-Kenneth M. Taggart,3.97,007001356X,9780070013568,eng,256,9,1,,
3294,Cuentos de Eva Luna,Isabel Allende,3.97,8401381630,9788401381638,spa,276,23,2,,
3298,El bosque de los pigmeos,Isabel Allende,3.76,60816198,9780060816193,spa,304,964,41,,
3299,De amor y de sombra,Isabel Allende,3.97,006095129X,9780060951290,spa,268,1443,77,,
3300,Inés of My Soul,Isabel Allende-Margaret Sayers Peden,3.92,61161535,9780061161537,en-US,321,14871,1058,,
3301,La casa de los espíritus,Isabel Allende,4.22,60951303,9780060951306,spa,454,584,39,,
3302,El plan infinito,Isabel Allende,3.71,60951273,9780060951276,spa,336,451,28,,
3303,El reino del dragón de oro,Isabel Allende,3.84,60591714,9780060591717,spa,432,1061,49,,
3304,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende-Margaret Sayers Peden,3.70,60535032,9780060535032,eng,408,17247,752,,
3311,Self,Yann Martel,3.41,571219764,9780571219766,eng,331,2265,140,,
3312,Schiffbruch mit Tiger,Yann Martel-Manfred Allié,3.90,3100478258,9783100478252,ger,381,57,7,,
3316,Die Brücke über die Drina,Ivo Andrić-Ernst E. Jonas,4.33,3518399608,9783518399606,ger,407,9,0,,
3323,Drina Dances Again,Jean Estoril,4.10,356166856,9780356166858,eng,192,6,0,,
3325,Drina Dances in Switzerland,Jean Estoril-Jenny Sanders,4.03,750002441,9780750002448,eng,188,13,1,,
3340,The Story of Salt,Mark Kurlansky-S.D. Schindler,4.06,399239987,9780399239984,eng,48,350,78,,
3341,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky-Dalai Lama XIV,3.99,679643354,9780679643357,eng,203,724,93,,
3343,Boogaloo on 2nd Avenue,Mark Kurlansky,3.15,345448197,9780345448194,eng,319,182,25,,
3344,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.90,140275010,9780140275018,eng,294,923,103,,
3345,1968: The Year That Rocked the World,Mark Kurlansky,3.78,345455827,9780345455826,eng,480,1933,231,,
3346,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,345448146,9780345448149,eng,456,45,2,,
3347,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.84,140298517,9780140298512,eng,400,3259,313,,
3348,The Cod's Tale,Mark Kurlansky-S.D. Schindler,3.90,399234764,9780399234767,eng,48,127,25,,
3357,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,613359607,9780613359603,spa,254,84,5,,
3359,Angle of Repose,Wallace Stegner-Jackson J. Benson,4.27,141185473,9780141185477,eng,557,841,145,,
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.24,321344758,9780321344755,en-US,201,7623,651,,
3378,Generation X: Tales for an Accelerated Culture,Douglas Coupland,3.73,349108390,9780349108391,eng,211,21537,783,,
3384,Girlfriend in a Coma,Douglas Coupland,3.61,60987324,9780060987329,eng,288,15469,606,,
3388,Corelli's Mandolin,Louis de Bernières,3.97,067976397X,9780679763970,eng,437,61387,1737,,
3402,Kiffe Kiffe Tomorrow,Faïza Guène-Sarah    Adams,3.38,156030489,9780156030489,eng,179,1026,127,,
3403,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.67,60984384,9780060984380,en-US,406,1049,112,,
3404,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.93,60184124,9780060184124,eng,480,129,28,,
3409,Temptations,Otis Williams-Patricia Romanowski,4.13,815412185,9780815412182,eng,304,90,16,,
3413,The Thorn Birds,Colleen McCullough,4.23,60837551,9780060837556,eng,673,516,62,,
3414,The Thorn Birds,Colleen McCullough,4.23,751506001,9780751506006,eng,591,71,2,,
3416,Caesar (Masters of Rome  #5),Colleen McCullough,4.36,60510854,9780060510855,eng,928,5825,119,,
3417,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.24,380710846,9780380710843,eng,943,5277,153,,
3418,On  Off (Carmine Delmonico  #1),Colleen McCullough,3.50,743286421,9780743286428,eng,372,1139,171,,
3419,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,517201666,9780517201664,en-US,768,40,7,,
3420,Morgan's Run,Colleen McCullough,3.94,671024183,9780671024185,eng,848,3394,186,,
3421,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.28,671024205,9780671024208,eng,1110,4186,117,,
3422,The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.10,068809368X,9780688093686,eng,896,294,47,,
3424,The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.29,038071082X,9780380710829,eng,1104,9397,190,,
3425,Tim,Colleen McCullough,3.81,380711966,9780380711963,eng,288,150,17,,
3426,O'Brien's the Things They Carried,Jill Colella-CliffsNotes,3.66,764586688,9780764586682,eng,128,22,2,,
3431,The Five People You Meet in Heaven,Mitch Albom,3.92,1401308589,9781401308582,eng,196,494652,15885,,
3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.87,99450259,9780099450252,eng,272,15608,1537,,
3438,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.87,99456761,9780099456766,eng,268,5903,724,,
3439,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.87,385662238,9780385662239,eng,240,33,6,,
3444,Northern Lights,Tim O'Brien,3.30,767904419,9780767904414,eng,372,937,63,,
3445,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,767904435,9780767904438,eng,225,7478,341,,
3446,Going After Cacciato,Tim O'Brien,3.90,767904427,9780767904421,eng,351,10041,613,,
3447,In the Lake of the Woods,Tim O'Brien,3.78,061870986X,9780618709861,eng,303,14031,1156,,
3449,The Nuclear Age,Tim O'Brien,3.44,140259104,9780140259100,eng,320,928,60,,
3462,The Rescue,Nicholas Sparks,4.10,446696129,9780446696128,eng,352,151617,3058,,
3463,A Bend in the Road,Nicholas Sparks,4.03,446696137,9780446696135,eng,341,123319,3173,,
3464,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.80,044669651X,9780446696517,eng,465,66639,2374,,
3465,Three Weeks With My Brother,Nicholas Sparks-Micah Sparks,4.02,446694851,9780446694858,eng,368,35997,2619,,
3466,The Wedding (The Notebook  #2),Nicholas Sparks,3.98,446615862,9780446615860,eng,276,124127,5221,,
3467,The People of Sparks,Jeanne DuPrau,3.66,375828257,9780375828256,eng,338,44751,3118,,
3468,El Guardián,Nicholas Sparks-Ramón González Férriz,4.15,8496284530,9788496284531,spa,444,28,3,,
3469,Nights in Rodanthe,Nicholas Sparks,3.83,446691798,9780446691796,en-US,212,1570,158,,
3471,Message in a Bottle,Nicholas Sparks,3.96,446606812,9780446606813,en-GB,370,2714,224,,
3473,A Walk to Remember,Nicholas Sparks,4.16,446693804,9780446693806,eng,240,555926,10210,,
3476,Icy Sparks,Gwyn Hyman Rubio,3.69,142000205,9780142000205,eng,320,36759,1155,,
3478,Message in a Bottle,Nicholas Sparks,3.96,446676071,9780446676076,eng,342,197377,3431,,
3483,Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,9780670037773,eng,514,31644,4171,,
3491,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.08,767920740,9780767920742,eng,192,78,9,,
3493,On Truth,Harry G. Frankfurt-Baruch Spinoza,3.52,030726422X,9780307264220,en-US,112,752,95,,
3507,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,312349486,9780312349486,eng,310,79641,1858,,
3509,Sharp Edges,Jayne Ann Krentz,3.86,671524097,9780671524098,eng,368,2794,73,,
3510,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.07,074321076X,9780743210768,en-US,256,301,33,,
3513,The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.79,440420628,9780440420620,eng,74,53,7,,
3516,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.74,440420636,9780440420637,eng,72,41,7,,
3517,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,739469053,9780739469057,eng,401,19,3,,
3519,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.55,440420598,9780440420590,eng,80,56,7,,
3520,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.47,307264122,9780307264121,eng,48,24,5,,
3525,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,1421505479,9781421505473,eng,208,592,9,,
3529,The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.58,898705975,8987059752,en-US,276,571,55,,
3530,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,1421505487,9781421505480,eng,208,696,17,,
3531,The Tutor's First Love,George MacDonald-Michael R. Phillips,4.07,087123596X,9780871235961,eng,238,359,21,,
3532,First Love,Ivan Turgenev-Constance Garnett,3.79,974607894,9780974607894,eng,124,5551,290,,
3536,Love @ First Site,Jane Moore,3.40,767916913,9780767916912,en-US,368,895,74,,
3544,The Boy in White,Tessa Kay,2.33,037306232X,9780373062324,eng,157,2,0,,
3545,First Love  Second Chance,Amanda Clark,3.73,373706405,9780373706402,eng,304,13,2,,
3551,A Broken Bow,Martha Humphreys,3.40,373061781,9780373061785,eng,157,5,0,,
3554,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.50,1903582415,9781903582411,eng,212,4,0,,
3557,The Modern Prince and Other Writings,Antonio Gramsci,3.90,717801330,9780717801336,eng,192,114,9,,
3559,From Beirut to Jerusalem,Thomas L. Friedman,4.11,385413726,9780385413725,eng,541,8796,699,,
3562,Emily of New Moon (Emily  #1),L.M. Montgomery,4.10,055323370X,9780553233704,eng,339,37417,1256,,
3564,The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery-Mary Henley Rubio-Elizabeth Hillman Waterston,4.25,195421167,9780195421163,eng,410,180,20,,
3566,Against the Odds: Tales of Achievement,L.M. Montgomery-Rea Wilmshurst,3.84,553565923,9780553565928,en-US,246,905,25,,
3574,Anne of Avonlea,L.M. Montgomery-Susan O'Malley,4.22,786180307,9780786180301,eng,8,61,8,,
3577,A Tangled Web,L.M. Montgomery,3.89,770422454,9780770422455,eng,288,3614,228,,
3579,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,553609416,76783609419,eng,2088,95486,1449,,
3580,Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.90,770422470,9780770422479,eng,288,5869,176,,
3581,Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,553212419,9780553212419,eng,1059,23814,534,,
3582,The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle-Leslie S. Klinger,4.63,393059162,9780393059168,eng,1878,1396,54,,
3583,The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle-Leslie S. Klinger,4.54,039305800X,9780393058000,eng,907,2189,32,,
3584,The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,4.22,471648795,9780471648796,eng,244,1989,71,,
3585,Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle-John Gielgud-Ralph Richardson-Orson Welles,3.98,1598870297,9781598870299,eng,6,17,4,,
3587,Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,871139472,9780871139474,eng,304,27,7,,
3588,The Adventures of Sherlock Holmes,Arthur Conan Doyle-Eoin Colfer,4.31,439574285,9780439574280,eng,336,811,86,,
3595,The Mysteries of Sherlock Holmes,Arthur Conan Doyle-Paul Bachem,4.18,448409577,9780448409573,eng,218,120,9,,
3597,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.33,517174960,9780517174968,eng,334,2135,87,,
3600,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle-Kyle Freeman,4.49,1593082037,9781593082031,eng,709,946,62,,
3603,Personal Finance For Dummies,Eric Tyson,3.77,470038322,9780470038321,en-GB,458,113,16,,
