,bookID,title,authors,average_rating,isbn13,num_pages,ratings_count,Genre
251,642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto-Thomas J. Steele,3.72,9780688060695,408,271,Philosophy
252,643,Motorcycle Basics Techbook,John Harold Haynes,3.83,9781859605158,222,36,Transportation
253,650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel-Bill Gardner,3.96,9781592530878,191,27,Design
254,655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy-Hugh McLean,4.1,9780451528803,304,7123,Fiction
255,656,War and Peace,Leo Tolstoy-Henry Gifford-Aylmer Maude-Louise Maude,4.11,9780192833983,1392,201919,Fiction
256,658,The Kingdom of God Is Within You,Leo Tolstoy-Constance Garnett,4.13,9780486451381,352,2256,Religion
257,661,Hunters Of Dune (Dune Chronicles  #7),Brian Herbert-Kevin J. Anderson,3.65,9780340837481,528,65,Others
258,662,Atlas Shrugged,Ayn Rand-Leonard Peikoff,3.68,9780452011878,1168,311883,Capitalism
259,663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,9780451163080,224,2674,Literary Collections
260,664,The Fountainhead,Ayn Rand,3.86,9780452286757,752,1860,Fiction
261,665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand-Nathaniel Branden,3.5,9780451163936,176,11122,Philosophy
262,667,Anthem,Ayn Rand,3.63,9780452281257,105,106642,Fiction
263,668,We the Living,Ayn Rand-Leonard Peikoff,3.91,9780451187840,464,22587,Others
264,669,Capitalism: The Unknown Ideal,Ayn Rand-Nathaniel Branden-Alan Greenspan-Robert Hessen,3.87,9780451147950,340,3426,Capitalism
265,670,Letters of Ayn Rand,Ayn Rand-Michael S. Berliner-Leonard Peikoff,3.97,9780452274044,681,18,Others
266,672,Sailing for Dummies,J.J. Isler-Peter Isler,3.94,9780471791430,416,135,Others
267,675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.87,9780553803815,368,602,History
268,676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,9780375755194,192,11894,Poetry
269,678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.63,9781592283194,286,47,Sports & Recreation
270,681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.08,9780975599518,571,1575,Health & Fitness
271,685,The Natural,Bernard Malamud-Kevin Baker,3.63,9780374502003,231,8568,Fiction
272,698,Digging to America,Anne Tyler,3.55,9780307263940,277,16703,Fiction
273,700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo-Bonnie Lisle,3.77,9780312405540,826,44,Others
274,702,Modern Latin America,Thomas E. Skidmore-Peter H. Smith,3.59,9780195170139,528,221,History
275,703,The Plot Against America,Philip Roth,3.75,9781400079490,391,31270,Fiction
276,706,America (The Book): A Citizen's Guide to Democracy Inaction,Jon Stewart-Ben Karlin-David Javerbaum-Rich Bloomquist-Steve Bodow-Tim Carvell-Eric Drysdale-J.R. Havlan-Scott Jacobson-Tom Johnson-Rob Kutner-Chris Regan-Jason Reich-Jason Ross-Stephen Colbert-Samantha Bee-Rob Corddry-Brendan Hay-Ed Helms,4.02,9780713998948,228,79299,Democracy
277,707,Naked Pictures of Famous People,Jon Stewart,3.59,9780688171629,164,8623,Humor
278,759,Collected Stories,Gabriel García Márquez-Gregory Rabassa-J.S. Bernstein,4.19,9780060932688,352,6132,Fiction
279,762,Crónica de una muerte anunciada,Gabriel García Márquez,3.96,9781400034956,118,7210,FICTION
280,763,Cien años de soledad,Gabriel García Márquez,4.06,9780307350428,496,128,Fiction
281,764,Del amor y otros demonios,Gabriel García Márquez,3.98,9780307350442,176,3958,Fiction
282,765,Living to Tell the Tale,Gabriel García Márquez-Edith Grossman,3.98,9781400034543,533,390,Biography & Autobiography
283,766,Memoria de mis putas tristes,Gabriel García Márquez,3.59,9781400095803,112,5065,Fiction
284,771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,9780375708114,425,32578,Science
285,775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon-Thanissaro Bhikkhu,4.38,9780861714926,288,32,"Body, Mind & Spirit"
286,787,The Mini Rough Guide to London,Rob Humphreys-Beth Chaplin-Rebecca Morrill,3.75,9781843535843,363,1,Others
287,792,London: City Guide (Lonely Planet City Guide),Lonely Planet-Sarah Johnstone-Tom Masters,4.03,9781740598316,466,38,Travel
288,793,Best of London (Lonely Planet Best Of),Lonely Planet-Sarah Johnstone-Steve Fallon,4.09,9781740594776,128,9,Travel
289,794,London,Lonely Planet-Steve Fallon-Pat Yale,4.03,9781864503531,400,7,Others
290,797,Lonely Planet Londres,Lonely Planet-Sarah Johnstone-Tom Masters,4.03,9788408064763,480,0,Others
291,799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet-Mark Honan,0.0,9781740592055,295,0,Others
292,815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.87,9780618710539,287,6560,Sports & Recreation
293,816,Cryptonomicon,Neal Stephenson,4.25,9780060512804,1139,80225,Fiction
294,820,Golgotha (Cryptonomicon  #3),Neal Stephenson,4.13,9782228894692,420,5,Others
295,821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.11,9782228894166,418,5,Others
296,822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.25,9780060733353,815,18790,Fiction
297,823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,9780060593087,927,29981,Fiction
298,824,The Cobweb,Neal Stephenson-J. Frederick George,3.61,9780553383447,448,2391,Fiction
299,825,Zodiac,Neal Stephenson,3.71,9780553573862,308,14508,Fiction
300,826,The Big U,Neal Stephenson,3.25,9780380816033,308,4545,Others
301,827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson,4.19,9780553380965,499,68751,Fiction
302,828,Interface,Neal Stephenson-George F. Jewsbury-Stephen  Bury,3.67,9780553383430,640,4572,Fiction
303,829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,9780060833183,464,1505,Fiction
304,830,Snow Crash,Neal Stephenson,4.03,9780553380958,438,187493,Fiction
305,831,Snow Crash,Neal Stephenson-Joachim Körber,4.03,9783442453023,534,194,Others
306,834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington-Bill Robertie,4.15,9781880685358,450,1413,Games & Activities
307,835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington-Bill Robertie,4.23,9781880685334,381,1855,Games & Activities
308,840,The Design of Everyday Things,Donald A. Norman,4.19,9780465067107,240,15854,Others
309,841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.94,9780465051366,272,3536,Others
310,842,The Psychology of Everyday Things,Donald A. Norman,4.19,9780465067091,257,258,Others
311,848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones-Diane M. Hanson-Stephen K. Ray,4.26,9780898709193,259,48,Biography & Autobiography
312,864,The Alchemist,Paulo Coelho-Alan R. Clarke-James Noel Smith,3.85,9780060887964,192,814,Fiction
313,865,The Alchemist,Paulo Coelho-Alan R. Clarke-Özdemir İnce,3.85,9780061122415,197,1592632,Fiction
314,866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa-Akira Watanabe,4.57,9781421504605,192,8568,Others
315,868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa-Akira Watanabe,4.56,9781591169253,192,15748,Comics & Graphic Novels
316,869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa-Akira Watanabe,4.57,9781421504599,192,9621,Others
317,870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa-Akira Watanabe,4.49,9781591169208,192,103978,Others
318,871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa-Akira Watanabe,4.55,9781591169291,200,9920,Others
319,872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho-Alan R. Clarke-Mœbius,3.85,9780060192501,198,236,Fiction
320,873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa-Akira Watanabe,4.52,9781591169239,192,14101,Others
321,874,The Kite Runner,Khaled Hosseini,4.28,9780747588948,324,1213,Afghanistan
322,880,Pompeii,Robert   Harris,3.81,9780812974614,304,25729,Others
323,888,The Last Days of Pompeii,Edward Bulwer-Lytton-John Gregory Betancourt,3.59,9781587157394,360,1124,Others
324,890,Of Mice and Men,John Steinbeck,3.86,9780142000670,112,1654353,Others
325,899,Of Mice and Men,John Steinbeck-Jim Taylor,3.86,9780582461468,160,2088,Cowboys
326,900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,9780060554736,464,19305,Biography & Autobiography
327,902,The Westing Game,Ellen Raskin,4.02,9780142401200,182,134362,Apartment houses
328,903,The Egypt Game,Zilpha Keatley Snyder,3.82,9780808553038,215,29160,Others
329,929,Memoirs of a Geisha,Arthur Golden,4.1,9781400096893,503,211763,Others
330,930,Memoirs of a Geisha,Arthur Golden,4.1,9780739326220,434,1301305,Fiction
331,931,Memoirs of a Geisha,Arthur Golden,4.1,9780099498186,497,2075,Geishas
332,932,Memoirs of a Geisha: A Portrait of the Film,David        James-Peggy Mulloy-Rob Marshall-Arthur Golden,4.08,9781557046833,144,142,Performing Arts
333,933,Memoirs of a Geisha,Arthur Golden,4.1,9780099771517,493,3883,Geishas
334,935,Geisha of Gion,Mineko Iwasaki-Rande Brown,3.93,9780743430593,334,1438,Geishas
335,936,Memoirs Of A Geisha,Arthur Golden,4.1,9780007229574,3,24,Others
336,941,Love As A Foreign Language #5,J. Torres-Eric  Kim,3.44,9781932664393,58,9,Comics & Graphic Novels
337,944,Jungle Love,Margaret Johnson-Philip Prowse,3.37,9780521750844,95,57,Foreign Language Study
338,947,First Impressions,Nora Roberts,3.74,9780373510054,250,31,Fiction
339,955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.71,9780802415318,0,20,Others
340,960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.88,9781416524793,736,2279854,Fiction
341,965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.88,9788495618771,508,197,Fiction
342,966,Angeles & Demonios,Dan Brown-Raúl Amundaray,3.88,9780972859899,18,65,Others
343,968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.82,9780307277671,489,1588890,Fiction
344,969,The Da Vinci Code,Dan Brown,3.82,9780767926034,467,1109,Others
345,972,Da Vinci Code (Robert Langdon  #2),Dan Brown-Daniel Roche,3.82,9782266144346,744,347,Others
346,975,Deception Point,Dan Brown,3.7,9781416524809,736,4864,Fiction
347,976,Deception Point,Dan Brown,3.7,9780671027384,556,511233,FICTION
348,977,Deception Point,Dan Brown,3.7,9780552151764,585,3213,Americans
349,980,Deception Point,Dan Brown,3.7,9780593055076,448,60,Others
350,981,حقيقة الخديعة,Dan Brown-دان براون-فايزة المنجد-محمد فداء الهاشمي,3.7,9789953299075,471,43,Fiction
351,983,Deception Point,Dan Brown,3.7,9781416524885,736,87,Others
352,987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,9780786016068,383,440,Fiction
353,991,Eye of the Storm (Hudson  #3),V.C. Andrews,3.82,9780743409155,368,36,Partition of decedents' estates
354,998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley-William D. Danko,4.02,9780671015206,258,56189,Biography & Autobiography
355,1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,9781585424337,320,88437,Business & Economics
356,1007,Think and Grow Rich,Napoleon Hill,4.18,9781932429237,368,44,Business & Economics
357,1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.57,9780977616657,256,170,Computers
358,1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,9781563410901,288,249,Biography & Autobiography
359,1032,Trump: The Art of the Deal,Donald J. Trump-Tony Schwartz,3.65,9780345479174,384,11727,Biography & Autobiography
360,1052,The Richest Man in Babylon,George S. Clason,4.25,9780451205360,194,67697,Business & Economics
361,1053,The Richest Man in Babylon,George S. Clason,4.25,9781419349997,4,78,Others
362,1059,Shibumi,Trevanian-Gisela Stege,4.22,9781400098033,480,9001,Fiction
363,1067,1776,David McCullough,4.07,9780743226721,386,158126,Biography & Autobiography
364,1068,1776,Peter  Stone-Sherman Edwards,4.21,9780140481396,192,1269,Music
365,1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.6,9780226014906,284,32,History
366,1077,Gap Creek,Robert Morgan,3.73,9781565122420,326,282,"Appalachian Region, Southern"
367,1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,9781416500186,418,195372,Fiction
368,1083,The Good Earth,Pearl S. Buck,3.98,9780671823498,260,54,China
369,1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.92,9780310258971,5,26,Others
370,1093,Purpose Driven Life,Rick Warren,3.92,9780310264132,336,20,Christian life
371,1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,9780060838584,399,187311,History
372,1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,9780141006871,384,793,Others
373,1103,Snow Flower and the Secret Fan,Lisa See,4.07,9780812968064,269,296789,Fiction
374,1110,The Broker,John Grisham,3.78,9780385340540,422,70174,Fiction
375,1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.5,9780394720241,1344,9845,Biography & Autobiography
376,1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.73,9780345480606,320,27,Fiction
377,1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips-Michael D'Orso,3.73,9780060193393,201,3806,Health & Fitness
378,1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke-Cindy Crawford,3.63,9781579546014,288,398,Health & Fitness
379,1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,9780972018418,405,788,Health & Fitness
380,1130,The Warren Buffett Way,Robert G. Hagstrom-Bill Miller-Kenneth L. Fisher,4.12,9780471743675,245,218,Biography & Autobiography
381,1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles-Tom Osborne,4.05,9780471430452,432,36,Business & Economics
382,1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky-John R. Perry,3.16,9780805431575,368,25,Religion
383,1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park-Denise Brunkus,3.98,9780679838869,68,10723,Juvenile Fiction
384,1169,Monkey Business,Sarah Mlynowski,3.66,9780373250714,400,3250,Fiction
385,1171,Liar's Poker,Michael   Lewis,4.15,9780140143454,256,22710,Biography & Autobiography
386,1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,9780802732293,214,13,Others
387,1191,Giada's Family Dinners,Giada De Laurentiis-Victoria Pearson,3.96,9780307238276,256,13866,Cooking
388,1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,9781400052585,256,38550,Cooking
389,1193,Everyday Pasta,Giada De Laurentiis-Victoria Pearson,4.09,9780307346582,240,8719,Cooking
390,1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence-Petrina Tinslay,4.1,9781400052387,256,3586,Cooking
391,1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence-JoAnn Cianciulli-Bill Bettencourt-Bobby Flay,4.05,9780609609972,304,1376,Cooking
392,1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence-Petrina Tinslay,3.92,9781400052370,287,270,Cooking
393,1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,9780061234002,320,589427,Business & Economics
394,1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt-Stephen J. Dubner,3.96,9788466625128,250,185,Business & Economics
395,1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,9780061245138,496,94,Business & Economics
396,1207,Freakonomics  - O Estranho Mundo da Economia,Steven D. Levitt-Stephen J. Dubner-Carlos Braga,3.96,9789722334969,264,75,Others
397,1217,Collapse,Jared Diamond,3.93,9780739455357,525,19,Others
398,1218,The Last Assassin (John Rain  #5),Barry Eisler,4.25,9780399153594,338,179,Fiction
399,1226,Life of Pi,Yann Martel,3.9,9780156030205,401,4242,Others
400,1227,Vida de Pi,Yann Martel,3.9,9788423335121,323,52,Fiction
401,1230,L'Histoire de Pi,Yann Martel-Nicole Martel-Emile Martel,3.9,9780828808392,448,165,Others
402,1232,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,9780143034902,487,306069,Fiction
403,1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,9780140285970,400,101,History
404,1239,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,9780316646666,400,1,Vietnam
405,1241,A Million Little Pieces,James Frey,3.63,9780307276902,432,195863,Biography & Autobiography
406,1242,A Million Little Pieces of Feces,Python Bonkers,3.55,9781411677319,256,42,Fiction
407,1243,A Million Little Lies,James Pinocchio-Pablo Fenjves,3.4,9780061171468,191,200,Others
408,1246,The Leadership Challenge,James M. Kouzes-Barry Z. Posner,4.04,9780787968335,458,865,Business & Economics
409,1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.13,9780446394598,193,5000,Others
410,1255,Leadership in Organizations,Gary Yukl,3.68,9780131494848,542,55,Business & Economics
411,1259,Leadership Through the Ages: A Collection of Favorite Quotations,Rudolph W. Giuliani,3.95,9781401359294,115,14,Biography & Autobiography
412,1265,Leadership,Rudolph W. Giuliani,3.72,9780316861014,397,1755,Others
413,1274,Men Are from Mars  Women Are from Venus,John Gray,3.54,9780060574215,368,126108,Family & Relationships
414,1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.54,9780060192778,368,18,Family & Relationships
415,1277,Men are from Mars  Women are from Venus,John Gray,3.54,9780007152599,307,1057,Communication in marriage
416,1280,Men Are From Mars  Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want,John Gray,3.54,9780722538449,286,100,Others
